,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ELAPSED_TIME,ARRIVAL_TIME,DIVERTED,CANCELLED
763268,2015,2,20,DL,1929,ATL,SEA,0811,337,1048,0,0
763385,2015,2,20,DL,2350,ATL,JFK,0815,141,1036,0,0
763630,2015,2,20,DL,483,JFK,ATL,0850,149,1119,0,0
764155,2015,2,20,DL,494,JFK,SEA,0922,360,1222,0,0
764266,2015,2,20,DL,108,SEA,ATL,0904,268,1632,0,0
764640,2015,2,20,AS,746,SEA,ATL,0927,256,1643,0,0
765932,2015,2,20,DL,2189,ATL,SEA,1100,324,1324,0,0
766686,2015,2,20,DL,1473,SEA,JFK,1122,314,1936,0,0
767345,2015,2,20,DL,1394,ATL,JFK,1230,135,1445,0,0
767547,2015,2,20,DL,2087,SEA,ATL,1215,288,2003,0,0
768070,2015,2,20,DL,2329,ATL,SEA,1301,326,1527,0,0
769555,2015,2,20,DL,1328,SEA,ATL,1435,255,2150,0,0
770785,2015,2,20,DL,430,JFK,ATL,1606,151,1837,0,0
770963,2015,2,20,DL,478,ATL,JFK,1605,126,1811,0,0
771322,2015,2,20,DL,419,JFK,SEA,1646,344,1930,0,0
772874,2015,2,20,DL,109,ATL,SEA,1738,326,2004,0,0
772884,2015,2,20,DL,1419,ATL,JFK,1744,159,2023,0,0
772888,2015,2,20,DL,433,JFK,ATL,1751,154,2025,0,0
773033,2015,2,20,B6,263,JFK,SEA,1742,360,2042,0,0
773535,2015,2,20,AS,745,ATL,SEA,1809,332,2041,0,0
773620,2015,2,20,DL,438,JFK,SEA,1854,374,2208,0,0
773904,2015,2,20,AA,235,JFK,SEA,1856,361,2157,0,0
774853,2015,2,20,DL,1271,ATL,SEA,1935,340,2215,0,0
775023,2015,2,20,DL,450,JFK,ATL,1949,135,2204,0,0
775796,2015,2,20,DL,1750,ATL,JFK,2052,168,2340,0,0
776393,2015,2,20,B6,264,SEA,JFK,2145,305,0550,0,0
776708,2015,2,20,DL,2188,SEA,ATL,2257,260,0617,0,0
776740,2015,2,20,DL,1542,SEA,JFK,2310,304,0714,0,0
777484,2015,2,21,DL,431,JFK,ATL,0605,140,0825,0,0
777523,2015,2,21,DL,1617,SEA,ATL,0611,259,1330,0,0
778062,2015,2,21,AA,236,SEA,JFK,0656,361,1557,0,0
778108,2015,2,21,DL,418,SEA,JFK,0656,321,1517,0,0
779213,2015,2,21,DL,1929,ATL,SEA,0809,312,1021,0,0
779300,2015,2,21,DL,2350,ATL,JFK,0813,131,1024,0,0
779375,2015,2,21,DL,494,JFK,SEA,0818,351,1109,0,0
779499,2015,2,21,DL,482,JFK,ATL,0830,156,1106,0,0
780065,2015,2,21,DL,108,SEA,ATL,0859,273,1632,0,0
780374,2015,2,21,AS,746,SEA,ATL,0923,283,1706,0,0
781290,2015,2,21,DL,2189,ATL,SEA,1051,313,1304,0,0
782654,2015,2,21,DL,1394,ATL,JFK,1352,170,1642,0,0
782830,2015,2,21,DL,2087,SEA,ATL,1222,268,1950,0,0
782954,2015,2,21,DL,173,SEA,JFK,1330,418,2328,0,0
783295,2015,2,21,DL,2329,ATL,SEA,1319,308,1527,0,0
784530,2015,2,21,DL,1328,SEA,ATL,1414,261,2135,0,0
785569,2015,2,21,DL,430,JFK,ATL,1627,201,1948,0,0
785711,2015,2,21,DL,478,ATL,JFK,1748,181,2049,0,0
786025,2015,2,21,DL,419,JFK,SEA,1618,403,2001,0,0
787225,2015,2,21,DL,1091,ATL,SEA,1731,312,1943,0,0
787230,2015,2,21,DL,433,JFK,ATL,1915,213,2248,0,0
787232,2015,2,21,DL,1419,ATL,JFK,1809,158,2047,0,0
787331,2015,2,21,B6,263,JFK,SEA,1805,389,2134,0,0
787671,2015,2,21,AS,745,ATL,SEA,1816,309,2025,0,0
787919,2015,2,21,AA,235,JFK,SEA,2001,418,2359,0,0
788511,2015,2,21,DL,1271,ATL,SEA,1932,311,2143,0,0
788639,2015,2,21,DL,450,JFK,ATL,1035,176,1331,0,0
789171,2015,2,21,DL,1750,ATL,JFK,2045,240,0045,0,0
789465,2015,2,21,B6,264,SEA,JFK,2310,312,0722,0,0
789648,2015,2,21,DL,2188,SEA,ATL,2245,257,0602,0,0
790287,2015,2,22,DL,431,JFK,ATL,1117,148,1345,0,0
790325,2015,2,22,DL,1617,SEA,ATL,0621,261,1342,0,0
790788,2015,2,22,AA,236,SEA,JFK,0710,299,1509,0,0
790847,2015,2,22,DL,418,SEA,JFK,0702,308,1510,0,0
791833,2015,2,22,DL,1929,ATL,SEA,0814,354,1108,0,0
791924,2015,2,22,DL,2350,ATL,JFK,0951,129,1200,0,0
792138,2015,2,22,DL,479,JFK,ATL,0823,151,1054,0,0
792139,2015,2,22,DL,483,JFK,ATL,1139,160,1419,0,0
792585,2015,2,22,DL,494,JFK,SEA,1201,351,1452,0,0
792688,2015,2,22,DL,108,SEA,ATL,0906,264,1630,0,0
792997,2015,2,22,AS,746,SEA,ATL,0929,269,1658,0,0
793953,2015,2,22,DL,2189,ATL,SEA,1040,320,1300,0,0
794914,2015,2,22,DL,1473,SEA,JFK,1137,297,1934,0,0
795545,2015,2,22,DL,1394,ATL,JFK,1236,125,1441,0,0
795745,2015,2,22,DL,2087,SEA,ATL,1216,266,1942,0,0
796277,2015,2,22,DL,2329,ATL,SEA,1253,315,1508,0,0
797579,2015,2,22,DL,1328,SEA,ATL,1416,276,2152,0,0
798937,2015,2,22,DL,430,JFK,ATL,1650,154,1924,0,0
799102,2015,2,22,DL,478,ATL,JFK,1553,125,1758,0,0
799452,2015,2,22,DL,419,JFK,SEA,1653,377,2010,0,0
800976,2015,2,22,DL,109,ATL,SEA,1735,322,1957,0,0
800985,2015,2,22,DL,1419,ATL,JFK,1735,135,1950,0,0
800989,2015,2,22,DL,433,JFK,ATL,1748,153,2021,0,0
801136,2015,2,22,B6,263,JFK,SEA,2130,340,0010,0,0
801615,2015,2,22,AS,745,ATL,SEA,1809,329,2038,0,0
801698,2015,2,22,DL,438,JFK,SEA,1858,347,2145,0,0
801988,2015,2,22,AA,235,JFK,SEA,1954,353,2247,0,0
802925,2015,2,22,DL,1271,ATL,SEA,1945,321,2206,0,0
803098,2015,2,22,DL,450,JFK,ATL,2002,144,2226,0,0
803860,2015,2,22,DL,1750,ATL,JFK,2129,146,2355,0,0
804464,2015,2,22,B6,264,SEA,JFK,0109,314,0923,0,0
804780,2015,2,22,DL,2188,SEA,ATL,2244,270,0614,0,0
804813,2015,2,22,DL,1542,SEA,JFK,2301,308,0709,0,0
805736,2015,2,23,DL,431,JFK,ATL,0609,140,0829,0,0
805789,2015,2,23,DL,1617,SEA,ATL,0617,282,1359,0,0
806475,2015,2,23,AA,236,SEA,JFK,0658,339,1537,0,0
806529,2015,2,23,DL,418,SEA,JFK,0658,303,1501,0,0
807817,2015,2,23,DL,1929,ATL,SEA,0812,343,1055,0,0
807928,2015,2,23,DL,2350,ATL,JFK,0815,160,1055,0,0
808696,2015,2,23,DL,494,JFK,SEA,0914,363,1217,0,0
808807,2015,2,23,DL,108,SEA,ATL,0902,278,1640,0,0
809180,2015,2,23,AS,746,SEA,ATL,0926,282,1708,0,0
810461,2015,2,23,DL,2189,ATL,SEA,1045,319,1304,0,0
811224,2015,2,23,DL,1473,SEA,JFK,1140,303,1943,0,0
811891,2015,2,23,DL,1394,ATL,JFK,1209,119,1408,0,0
812083,2015,2,23,DL,2087,SEA,ATL,1217,271,1948,0,0
812607,2015,2,23,DL,2329,ATL,SEA,1253,318,1511,0,0
814087,2015,2,23,DL,1328,SEA,ATL,1418,268,2146,0,0
815314,2015,2,23,DL,430,JFK,ATL,1536,175,1831,0,0
815491,2015,2,23,DL,478,ATL,JFK,1606,129,1815,0,0
815850,2015,2,23,DL,419,JFK,SEA,1607,352,1859,0,0
817394,2015,2,23,DL,1091,ATL,SEA,1731,314,1945,0,0
817406,2015,2,23,DL,433,JFK,ATL,1800,154,2034,0,0
817410,2015,2,23,DL,1419,ATL,JFK,1755,124,1959,0,0
817554,2015,2,23,B6,263,JFK,SEA,1750,355,2045,0,0
818053,2015,2,23,AS,745,ATL,SEA,1810,321,2031,0,0
818135,2015,2,23,DL,438,JFK,SEA,1840,354,2134,0,0
818412,2015,2,23,AA,235,JFK,SEA,1940,364,2244,0,0
819364,2015,2,23,DL,1271,ATL,SEA,1935,310,2145,0,0
819530,2015,2,23,DL,450,JFK,ATL,2022,136,2238,0,0
820281,2015,2,23,DL,1750,ATL,JFK,2044,122,2246,0,0
820866,2015,2,23,B6,264,SEA,JFK,2142,293,0535,0,0
821198,2015,2,23,DL,1542,SEA,JFK,2251,293,0644,0,0
822087,2015,2,24,DL,431,JFK,ATL,0708,148,0936,0,0
822143,2015,2,24,DL,1617,SEA,ATL,0622,269,1351,0,0
822815,2015,2,24,AA,236,SEA,JFK,0653,296,1449,0,0
822870,2015,2,24,DL,418,SEA,JFK,0708,285,1453,0,0
824219,2015,2,24,DL,2350,ATL,JFK,0814,133,1027,0,0
824449,2015,2,24,DL,445,JFK,ATL,1011,139,1230,0,0
824451,2015,2,24,DL,479,JFK,ATL,0840,176,1136,0,0
824976,2015,2,24,DL,494,JFK,SEA,0913,373,1226,0,0
825088,2015,2,24,DL,108,SEA,ATL,0917,264,1641,0,0
825441,2015,2,24,AS,746,SEA,ATL,0926,269,1655,0,0
826693,2015,2,24,DL,2189,ATL,SEA,1242,336,1518,0,0
827437,2015,2,24,DL,1473,SEA,JFK,1123,297,1920,0,0
828059,2015,2,24,DL,1394,ATL,JFK,1331,167,1618,0,0
828267,2015,2,24,DL,2087,SEA,ATL,1226,261,1947,0,0
828786,2015,2,24,DL,2329,ATL,SEA,1333,350,1623,0,0
830242,2015,2,24,DL,1328,SEA,ATL,1416,272,2148,0,0
831455,2015,2,24,DL,430,JFK,ATL,1531,153,1804,0,0
831623,2015,2,24,DL,478,ATL,JFK,1605,124,1809,0,0
831967,2015,2,24,DL,419,JFK,SEA,1638,362,1940,0,0
833482,2015,2,24,DL,109,ATL,SEA,1742,328,2010,0,0
833494,2015,2,24,DL,1419,ATL,JFK,1848,124,2052,0,0
833497,2015,2,24,DL,433,JFK,ATL,1732,136,1948,0,0
833641,2015,2,24,B6,263,JFK,SEA,1734,373,2047,0,0
834118,2015,2,24,AS,745,ATL,SEA,1806,327,2033,0,0
834199,2015,2,24,DL,438,JFK,SEA,1831,369,2140,0,0
834464,2015,2,24,AA,235,JFK,SEA,1828,367,2135,0,0
835393,2015,2,24,DL,1271,ATL,SEA,1952,332,2224,0,0
835555,2015,2,24,DL,450,JFK,ATL,1940,150,2210,0,0
836295,2015,2,24,DL,1750,ATL,JFK,2201,128,0009,0,0
836823,2015,2,24,B6,264,SEA,JFK,2144,287,0531,0,0
837090,2015,2,24,DL,2188,SEA,ATL,2244,256,0600,0,0
837118,2015,2,24,DL,1542,SEA,JFK,2253,286,0639,0,0
837987,2015,2,25,DL,431,JFK,ATL,0607,190,0917,0,0
838044,2015,2,25,DL,1617,SEA,ATL,0613,276,1349,0,0
838714,2015,2,25,AA,236,SEA,JFK,0650,297,1447,0,0
838792,2015,2,25,DL,418,SEA,JFK,0700,296,1456,0,0
840029,2015,2,25,DL,1929,ATL,SEA,0810,318,1028,0,0
840130,2015,2,25,DL,2350,ATL,JFK,0813,121,1014,0,0
840907,2015,2,25,DL,494,JFK,SEA,1007,364,1311,0,0
841015,2015,2,25,DL,108,SEA,ATL,0902,281,1643,0,0
841373,2015,2,25,AS,746,SEA,ATL,0937,276,1713,0,0
842639,2015,2,25,DL,2189,ATL,SEA,1101,324,1325,0,0
843395,2015,2,25,DL,1473,SEA,JFK,1127,298,1925,0,0
844050,2015,2,25,DL,1394,ATL,JFK,1309,119,1508,0,0
844252,2015,2,25,DL,2087,SEA,ATL,1336,282,2118,0,0
844780,2015,2,25,DL,2329,ATL,SEA,1254,363,1557,0,0
847650,2015,2,25,DL,478,ATL,JFK,1710,176,2006,0,0
848003,2015,2,25,DL,419,JFK,SEA,1642,368,1950,0,0
849547,2015,2,25,DL,433,JFK,ATL,2000,167,2247,0,0
849686,2015,2,25,B6,263,JFK,SEA,1743,361,2044,0,0
850176,2015,2,25,AS,745,ATL,SEA,1831,355,2126,0,0
850256,2015,2,25,DL,438,JFK,SEA,2055,359,2354,0,0
850527,2015,2,25,AA,235,JFK,SEA,1833,372,2145,0,0
851469,2015,2,25,DL,1271,ATL,SEA,2207,314,0021,0,0
851643,2015,2,25,DL,450,JFK,ATL,1943,178,2241,0,0
852942,2015,2,25,B6,264,SEA,JFK,2141,308,0549,0,0
853236,2015,2,25,DL,2188,SEA,ATL,2246,264,0610,0,0
853265,2015,2,25,DL,1542,SEA,JFK,2254,315,0709,0,0
854222,2015,2,26,DL,1617,SEA,ATL,0614,269,1343,0,0
854898,2015,2,26,AA,236,SEA,JFK,0659,328,1527,0,0
854941,2015,2,26,DL,418,SEA,JFK,0659,316,1515,0,0
856235,2015,2,26,DL,1929,ATL,SEA,0805,335,1040,0,0
856338,2015,2,26,DL,2350,ATL,JFK,0811,117,1008,0,0
856580,2015,2,26,DL,458,JFK,ATL,0830,166,1116,0,0
857105,2015,2,26,DL,494,JFK,SEA,0911,361,1212,0,0
857217,2015,2,26,DL,108,SEA,ATL,0948,270,1718,0,0
857591,2015,2,26,AS,746,SEA,ATL,0955,274,1729,0,0
858884,2015,2,26,DL,2189,ATL,SEA,1045,342,1327,0,0
859645,2015,2,26,DL,1473,SEA,JFK,1200,318,2018,0,0
860307,2015,2,26,DL,1394,ATL,JFK,1225,123,1428,0,0
860510,2015,2,26,DL,2087,SEA,ATL,1225,288,2013,0,0
861034,2015,2,26,DL,2329,ATL,SEA,1252,307,1459,0,0
862518,2015,2,26,DL,1328,SEA,ATL,1435,275,2210,0,0
863746,2015,2,26,DL,430,JFK,ATL,1605,155,1840,0,0
863924,2015,2,26,DL,478,ATL,JFK,1644,122,1846,0,0
864278,2015,2,26,DL,419,JFK,SEA,1655,336,1931,0,0
865829,2015,2,26,DL,1091,ATL,SEA,1810,308,2018,0,0
865838,2015,2,26,DL,433,JFK,ATL,1735,170,2025,0,0
865842,2015,2,26,DL,1419,ATL,JFK,1736,136,1952,0,0
865990,2015,2,26,B6,263,JFK,SEA,1741,350,2031,0,0
866488,2015,2,26,AS,745,ATL,SEA,1834,325,2059,0,0
866572,2015,2,26,DL,438,JFK,SEA,1825,343,2108,0,0
866856,2015,2,26,AA,235,JFK,SEA,1923,352,2215,0,0
867808,2015,2,26,DL,1271,ATL,SEA,1940,329,2209,0,0
867975,2015,2,26,DL,450,JFK,ATL,1944,152,2216,0,0
868751,2015,2,26,DL,1750,ATL,JFK,2045,134,2259,0,0
869345,2015,2,26,B6,264,SEA,JFK,2141,305,0546,0,0
869656,2015,2,26,DL,2188,SEA,ATL,2250,263,0613,0,0
869690,2015,2,26,DL,1542,SEA,JFK,2252,312,0704,0,0
870617,2015,2,27,DL,431,JFK,ATL,0610,166,0856,0,0
870679,2015,2,27,DL,1617,SEA,ATL,0615,277,1352,0,0
871355,2015,2,27,AA,236,SEA,JFK,0700,315,1515,0,0
871397,2015,2,27,DL,418,SEA,JFK,0657,320,1517,0,0
872692,2015,2,27,DL,1929,ATL,SEA,0814,320,1034,0,0
872806,2015,2,27,DL,2350,ATL,JFK,0816,115,1011,0,0
873046,2015,2,27,DL,458,JFK,ATL,1226,159,1505,0,0
873572,2015,2,27,DL,494,JFK,SEA,0923,364,1227,0,0
873685,2015,2,27,DL,108,SEA,ATL,0903,276,1639,0,0
874058,2015,2,27,AS,746,SEA,ATL,0929,295,1724,0,0
875347,2015,2,27,DL,2189,ATL,SEA,1045,318,1303,0,0
876108,2015,2,27,DL,1473,SEA,JFK,1124,300,1924,0,0
876773,2015,2,27,DL,1394,ATL,JFK,1359,126,1605,0,0
876974,2015,2,27,DL,2087,SEA,ATL,1210,288,1958,0,0
877498,2015,2,27,DL,2329,ATL,SEA,1254,318,1512,0,0
878983,2015,2,27,DL,1328,SEA,ATL,1427,284,2211,0,0
880203,2015,2,27,DL,430,JFK,ATL,1534,152,1806,0,0
880385,2015,2,27,DL,478,ATL,JFK,1556,123,1759,0,0
880744,2015,2,27,DL,419,JFK,SEA,1611,349,1900,0,0
882297,2015,2,27,DL,109,ATL,SEA,1733,312,1945,0,0
882306,2015,2,27,DL,433,JFK,ATL,1759,141,2020,0,0
882310,2015,2,27,DL,1419,ATL,JFK,1733,148,2001,0,0
882457,2015,2,27,B6,263,JFK,SEA,1802,356,2058,0,0
882956,2015,2,27,AS,745,ATL,SEA,1822,308,2030,0,0
883039,2015,2,27,DL,438,JFK,SEA,1808,351,2059,0,0
883324,2015,2,27,AA,235,JFK,SEA,1840,355,2135,0,0
884276,2015,2,27,DL,1271,ATL,SEA,1939,323,2202,0,0
884445,2015,2,27,DL,450,JFK,ATL,1949,146,2215,0,0
885218,2015,2,27,DL,1750,ATL,JFK,2101,125,2306,0,0
885811,2015,2,27,B6,264,SEA,JFK,2149,310,0559,0,0
886121,2015,2,27,DL,2188,SEA,ATL,2242,263,0605,0,0
886155,2015,2,27,DL,1542,SEA,JFK,2252,293,0645,0,0
886893,2015,2,28,DL,431,JFK,ATL,0609,162,0851,0,0
886937,2015,2,28,DL,1617,SEA,ATL,0613,267,1340,0,0
887476,2015,2,28,AA,236,SEA,JFK,0654,325,1519,0,0
887535,2015,2,28,DL,418,SEA,JFK,0654,305,1459,0,0
888613,2015,2,28,DL,1929,ATL,SEA,0809,319,1028,0,0
888696,2015,2,28,DL,2350,ATL,JFK,0854,118,1052,0,0
888783,2015,2,28,DL,494,JFK,SEA,1112,343,1355,0,0
888905,2015,2,28,DL,2568,JFK,ATL,0824,157,1101,0,0
888910,2015,2,28,DL,479,JFK,ATL,0827,146,1053,0,0
889476,2015,2,28,DL,108,SEA,ATL,0908,262,1630,0,0
889784,2015,2,28,AS,746,SEA,ATL,0930,273,1703,0,0
890697,2015,2,28,DL,2189,ATL,SEA,1037,316,1253,0,0
892071,2015,2,28,DL,1394,ATL,JFK,1202,124,1406,0,0
892241,2015,2,28,DL,2087,SEA,ATL,1214,269,1943,0,0
892367,2015,2,28,DL,173,SEA,JFK,1454,293,2247,0,0
892703,2015,2,28,DL,2329,ATL,SEA,1657,322,1919,0,0
893944,2015,2,28,DL,1328,SEA,ATL,1417,263,2140,0,0
894971,2015,2,28,DL,430,JFK,ATL,1717,146,1943,0,0
895118,2015,2,28,DL,478,ATL,JFK,1548,126,1754,0,0
895427,2015,2,28,DL,419,JFK,SEA,1606,359,1905,0,0
896629,2015,2,28,DL,1091,ATL,SEA,1730,342,2012,0,0
896634,2015,2,28,DL,433,JFK,ATL,1743,143,2006,0,0
896636,2015,2,28,DL,1419,ATL,JFK,1733,133,1946,0,0
896735,2015,2,28,B6,263,JFK,SEA,1735,356,2031,0,0
897075,2015,2,28,AS,745,ATL,SEA,1817,329,2046,0,0
897327,2015,2,28,AA,235,JFK,SEA,2015,357,2312,0,0
897915,2015,2,28,DL,1271,ATL,SEA,1933,328,2201,0,0
898046,2015,2,28,DL,450,JFK,ATL,2000,139,2219,0,0
898586,2015,2,28,DL,1750,ATL,JFK,2040,136,2256,0,0
898871,2015,2,28,B6,264,SEA,JFK,2152,294,0546,0,0
899048,2015,2,28,DL,2188,SEA,ATL,2246,250,0556,0,0
899672,2015,3,1,DL,431,JFK,ATL,0606,180,0906,0,0
899710,2015,3,1,DL,1617,SEA,ATL,0613,263,1336,0,0
900253,2015,3,1,DL,418,SEA,JFK,0725,347,1612,0,0
901233,2015,3,1,DL,1929,ATL,SEA,0811,320,1031,0,0
901312,2015,3,1,DL,2350,ATL,JFK,0820,120,1020,0,0
901970,2015,3,1,DL,494,JFK,SEA,0939,371,1250,0,0
902080,2015,3,1,DL,108,SEA,ATL,0900,267,1627,0,0
902380,2015,3,1,AS,746,SEA,ATL,0928,257,1645,0,0
903337,2015,3,1,DL,2189,ATL,SEA,1024,346,1310,0,0
904932,2015,3,1,DL,1394,ATL,JFK,1234,190,1544,0,0
905136,2015,3,1,DL,2087,SEA,ATL,1243,260,2003,0,0
905667,2015,3,1,DL,2329,ATL,SEA,1250,331,1521,0,0
906975,2015,3,1,DL,1328,SEA,ATL,1420,254,2134,0,0
907384,2015,3,1,DL,483,JFK,ATL,1526,186,1832,0,0
908333,2015,3,1,DL,430,JFK,ATL,1715,232,2107,0,0
908847,2015,3,1,DL,419,JFK,SEA,1732,461,2213,0,0
910248,2015,3,1,B6,263,JFK,SEA,2051,465,0136,0,0
910382,2015,3,1,DL,109,ATL,SEA,1734,327,2001,0,0
910383,2015,3,1,DL,433,JFK,ATL,0205,198,0523,0,0
911016,2015,3,1,AS,745,ATL,SEA,1817,334,2051,0,0
911104,2015,3,1,DL,438,JFK,SEA,1955,420,2355,0,0
912325,2015,3,1,DL,1271,ATL,SEA,2004,343,2247,0,0
913854,2015,3,1,B6,264,SEA,JFK,0235,278,1013,0,0
914172,2015,3,1,DL,2188,SEA,ATL,2253,252,0605,0,0
914204,2015,3,1,DL,1542,SEA,JFK,0053,289,0842,0,0
915163,2015,3,2,DL,421,JFK,ATL,0625,182,0927,0,0
915856,2015,3,2,AA,236,SEA,JFK,0658,295,1453,0,0
915901,2015,3,2,DL,108,SEA,ATL,0659,268,1427,0,0
915902,2015,3,2,DL,418,SEA,JFK,0700,295,1455,0,0
916511,2015,3,2,DL,438,JFK,SEA,0728,415,1123,0,0
917316,2015,3,2,DL,2158,ATL,SEA,0828,333,1101,0,0
917377,2015,3,2,DL,2350,ATL,JFK,0823,123,1026,0,0
917552,2015,3,2,DL,465,JFK,ATL,1051,166,1337,0,0
918568,2015,3,2,AS,746,SEA,ATL,0955,264,1719,0,0
918743,2015,3,2,DL,2189,ATL,SEA,0944,342,1226,0,0
919391,2015,3,2,DL,2485,SEA,ATL,1017,253,1730,0,0
920247,2015,3,2,DL,2424,ATL,SEA,1122,331,1353,0,0
920581,2015,3,2,DL,2074,SEA,JFK,1125,266,1851,0,0
921011,2015,3,2,DL,1847,SEA,ATL,1154,264,1918,0,0
921279,2015,3,2,DL,719,ATL,JFK,1215,133,1428,0,0
922022,2015,3,2,DL,2329,ATL,SEA,1255,321,1516,0,0
923483,2015,3,2,DL,2435,SEA,ATL,2019,252,0331,0,0
924723,2015,3,2,DL,442,JFK,ATL,1635,152,1907,0,0
924972,2015,3,2,DL,478,ATL,JFK,1616,131,1827,0,0
925257,2015,3,2,DL,419,JFK,SEA,1608,397,1945,0,0
925658,2015,3,2,DL,2655,ATL,SEA,1637,322,1859,0,0
926906,2015,3,2,DL,1419,ATL,JFK,1739,187,2046,0,0
926987,2015,3,2,DL,433,JFK,ATL,1749,147,2016,0,0
927466,2015,3,2,AS,745,ATL,SEA,1821,317,2038,0,0
927828,2015,3,2,AA,235,JFK,SEA,1829,419,2228,0,0
927890,2015,3,2,DL,498,JFK,SEA,1838,405,2223,0,0
928694,2015,3,2,DL,985,ATL,SEA,1955,317,2212,0,0
929108,2015,3,2,DL,2634,JFK,ATL,2139,139,2358,0,0
929729,2015,3,2,DL,1750,ATL,JFK,2102,160,2342,0,0
930271,2015,3,2,B6,264,SEA,JFK,2336,286,0722,0,0
930625,2015,3,2,DL,2188,SEA,ATL,2244,261,0605,0,0
930632,2015,3,2,DL,1542,SEA,JFK,2313,278,0651,0,0
931594,2015,3,3,DL,421,JFK,ATL,0642,146,0908,0,0
932274,2015,3,3,AA,236,SEA,JFK,0656,289,1445,0,0
932318,2015,3,3,DL,108,SEA,ATL,0700,268,1428,0,0
932319,2015,3,3,DL,418,SEA,JFK,0657,310,1507,0,0
932913,2015,3,3,DL,438,JFK,SEA,0747,374,1101,0,0
933683,2015,3,3,DL,2158,ATL,SEA,0816,330,1046,0,0
933744,2015,3,3,DL,2350,ATL,JFK,0832,120,1032,0,0
933907,2015,3,3,DL,465,JFK,ATL,0842,157,1119,0,0
934909,2015,3,3,AS,746,SEA,ATL,0932,266,1658,0,0
935715,2015,3,3,DL,2485,SEA,ATL,1058,262,1820,0,0
936551,2015,3,3,DL,2424,ATL,SEA,1114,330,1344,0,0
936868,2015,3,3,DL,2074,SEA,JFK,1255,325,2120,0,0
937278,2015,3,3,DL,1847,SEA,ATL,1156,272,1928,0,0
937533,2015,3,3,DL,719,ATL,JFK,1223,122,1425,0,0
938276,2015,3,3,DL,2329,ATL,SEA,1255,325,1520,0,0
939710,2015,3,3,DL,2435,SEA,ATL,1419,260,2139,0,0
940934,2015,3,3,DL,442,JFK,ATL,1605,174,1859,0,0
941188,2015,3,3,DL,1333,ATL,JFK,1616,156,1852,0,0
941455,2015,3,3,DL,419,JFK,SEA,1713,402,2055,0,0
941850,2015,3,3,DL,109,ATL,SEA,1652,338,1930,0,0
943068,2015,3,3,DL,1419,ATL,JFK,1749,152,2021,0,0
943144,2015,3,3,DL,433,JFK,ATL,1908,238,2306,0,0
943606,2015,3,3,AS,745,ATL,SEA,1808,337,2045,0,0
943959,2015,3,3,AA,235,JFK,SEA,1957,402,2339,0,0
944015,2015,3,3,DL,498,JFK,SEA,2303,400,0243,0,0
944802,2015,3,3,DL,985,ATL,SEA,2019,312,2231,0,0
945200,2015,3,3,DL,449,JFK,ATL,2152,174,0046,0,0
945793,2015,3,3,DL,1750,ATL,JFK,2042,188,2350,0,0
946313,2015,3,3,B6,264,SEA,JFK,0028,280,0808,0,0
946633,2015,3,3,DL,2188,SEA,ATL,2244,263,0607,0,0
946640,2015,3,3,DL,1542,SEA,JFK,0210,287,0957,0,0
947574,2015,3,4,DL,421,JFK,ATL,0617,169,0906,0,0
948253,2015,3,4,AA,236,SEA,JFK,0702,331,1533,0,0
948294,2015,3,4,DL,418,SEA,JFK,0700,315,1515,0,0
948339,2015,3,4,DL,2447,SEA,ATL,0702,264,1426,0,0
948893,2015,3,4,DL,438,JFK,SEA,0738,383,1101,0,0
949666,2015,3,4,DL,2158,ATL,SEA,0814,327,1041,0,0
949738,2015,3,4,DL,2350,ATL,JFK,0830,144,1054,0,0
949902,2015,3,4,DL,465,JFK,ATL,0832,179,1131,0,0
950922,2015,3,4,AS,746,SEA,ATL,0936,273,1709,0,0
951721,2015,3,4,DL,2485,SEA,ATL,1035,267,1802,0,0
952574,2015,3,4,DL,2424,ATL,SEA,1104,332,1336,0,0
952901,2015,3,4,DL,2074,SEA,JFK,1125,314,1939,0,0
953334,2015,3,4,DL,1847,SEA,ATL,1153,272,1925,0,0
953601,2015,3,4,DL,719,ATL,JFK,1241,143,1504,0,0
954348,2015,3,4,DL,2329,ATL,SEA,1254,320,1514,0,0
955793,2015,3,4,DL,2435,SEA,ATL,1419,275,2154,0,0
957012,2015,3,4,DL,442,JFK,ATL,1535,168,1823,0,0
957264,2015,3,4,DL,1333,ATL,JFK,1632,126,1838,0,0
957539,2015,3,4,DL,419,JFK,SEA,1634,406,2020,0,0
957941,2015,3,4,DL,109,ATL,SEA,1640,325,1905,0,0
958954,2015,3,4,B6,263,JFK,SEA,1746,385,2111,0,0
959181,2015,3,4,DL,1419,ATL,JFK,1737,141,1958,0,0
959257,2015,3,4,DL,433,JFK,ATL,1832,170,2122,0,0
959727,2015,3,4,AS,745,ATL,SEA,1819,324,2043,0,0
960083,2015,3,4,AA,235,JFK,SEA,1832,412,2224,0,0
960137,2015,3,4,DL,498,JFK,SEA,1940,374,2254,0,0
960942,2015,3,4,DL,985,ATL,SEA,1929,336,2205,0,0
961344,2015,3,4,DL,2634,JFK,ATL,1950,158,2228,0,0
961950,2015,3,4,DL,1750,ATL,JFK,2054,131,2305,0,0
962503,2015,3,4,B6,264,SEA,JFK,2204,327,0631,0,0
