,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ELAPSED_TIME,ARRIVAL_TIME,DIVERTED,CANCELLED
962857,2015,3,4,DL,2188,SEA,ATL,2326,267,0653,0,0
962866,2015,3,4,DL,1542,SEA,JFK,2342,309,0751,0,0
962989,2015,3,4,DL,2034,SEA,ATL,2354,272,0726,0,0
963875,2015,3,5,DL,421,JFK,ATL,0612,169,0901,0,0
964556,2015,3,5,AA,236,SEA,JFK,0651,361,1552,0,0
964635,2015,3,5,DL,108,SEA,ATL,0702,282,1444,0,0
965250,2015,3,5,DL,438,JFK,SEA,0753,424,1157,0,0
965983,2015,3,5,DL,2158,ATL,SEA,0815,327,1042,0,0
966045,2015,3,5,DL,2350,ATL,JFK,0820,130,1030,0,0
966197,2015,3,5,DL,465,JFK,ATL,0922,205,1247,0,0
967268,2015,3,5,AS,746,SEA,ATL,0928,278,1706,0,0
967427,2015,3,5,DL,2189,ATL,SEA,0939,319,1158,0,0
968083,2015,3,5,DL,2485,SEA,ATL,1032,268,1800,0,0
968943,2015,3,5,DL,2424,ATL,SEA,1116,328,1344,0,0
969269,2015,3,5,DL,2074,SEA,JFK,1205,359,2104,0,0
969708,2015,3,5,DL,1847,SEA,ATL,1323,280,2103,0,0
969975,2015,3,5,DL,719,ATL,JFK,2146,178,0044,0,0
970716,2015,3,5,DL,2329,ATL,SEA,1253,309,1502,0,0
972192,2015,3,5,DL,2435,SEA,ATL,1457,263,2220,0,0
973425,2015,3,5,DL,442,JFK,ATL,2044,210,0014,0,0
973683,2015,3,5,DL,478,ATL,JFK,1700,161,1941,0,0
973947,2015,3,5,DL,419,JFK,SEA,1827,436,2243,0,0
974345,2015,3,5,DL,2655,ATL,SEA,1633,328,1901,0,0
975358,2015,3,5,B6,263,JFK,SEA,1727,424,2131,0,0
975581,2015,3,5,DL,1419,ATL,JFK,2146,177,0043,0,0
975671,2015,3,5,DL,433,JFK,ATL,2048,242,0050,0,0
976154,2015,3,5,AS,745,ATL,SEA,1810,328,2038,0,0
976571,2015,3,5,DL,498,JFK,SEA,2155,428,0203,0,0
977402,2015,3,5,DL,985,ATL,SEA,1930,316,2146,0,0
977812,2015,3,5,DL,2634,JFK,ATL,0021,199,0340,0,0
978465,2015,3,5,DL,1750,ATL,JFK,0118,133,0331,0,0
979057,2015,3,5,B6,264,SEA,JFK,2222,300,0622,0,0
979443,2015,3,5,DL,2188,SEA,ATL,2255,255,0610,0,0
979457,2015,3,5,DL,1542,SEA,JFK,0237,293,1030,0,0
979599,2015,3,5,DL,2034,SEA,ATL,0007,252,0719,0,0
980495,2015,3,6,DL,421,JFK,ATL,0625,159,0904,0,0
981244,2015,3,6,DL,418,SEA,JFK,0717,285,1502,0,0
981246,2015,3,6,DL,2447,SEA,ATL,0721,255,1436,0,0
981865,2015,3,6,DL,438,JFK,SEA,0748,365,1053,0,0
982622,2015,3,6,DL,2158,ATL,SEA,0815,346,1101,0,0
982678,2015,3,6,DL,2350,ATL,JFK,0824,135,1039,0,0
982853,2015,3,6,DL,465,JFK,ATL,0945,142,1207,0,0
983910,2015,3,6,AS,746,SEA,ATL,0929,263,1652,0,0
984071,2015,3,6,DL,2189,ATL,SEA,0949,356,1245,0,0
984710,2015,3,6,DL,2485,SEA,ATL,1115,253,1828,0,0
985576,2015,3,6,DL,2424,ATL,SEA,1120,331,1351,0,0
985913,2015,3,6,DL,2074,SEA,JFK,1150,345,2035,0,0
986347,2015,3,6,DL,1847,SEA,ATL,1158,261,1919,0,0
986603,2015,3,6,DL,719,ATL,JFK,1308,117,1505,0,0
987350,2015,3,6,DL,2329,ATL,SEA,1254,327,1521,0,0
988820,2015,3,6,DL,2435,SEA,ATL,1436,256,2152,0,0
990046,2015,3,6,DL,442,JFK,ATL,1552,147,1819,0,0
990309,2015,3,6,DL,478,ATL,JFK,1608,127,1815,0,0
990578,2015,3,6,DL,419,JFK,SEA,1721,359,2020,0,0
990980,2015,3,6,DL,109,ATL,SEA,1628,343,1911,0,0
991999,2015,3,6,B6,263,JFK,SEA,1729,365,2034,0,0
992235,2015,3,6,DL,1419,ATL,JFK,1811,137,2028,0,0
992315,2015,3,6,DL,433,JFK,ATL,1835,163,2118,0,0
992802,2015,3,6,AS,745,ATL,SEA,1814,324,2038,0,0
993158,2015,3,6,AA,235,JFK,SEA,1935,371,2246,0,0
993216,2015,3,6,DL,498,JFK,SEA,2009,376,2325,0,0
994048,2015,3,6,DL,985,ATL,SEA,1934,326,2200,0,0
994472,2015,3,6,DL,2634,JFK,ATL,2113,136,2329,0,0
995125,2015,3,6,DL,1750,ATL,JFK,2110,136,2326,0,0
995723,2015,3,6,B6,264,SEA,JFK,2144,288,0532,0,0
996115,2015,3,6,DL,2188,SEA,ATL,2254,256,0610,0,0
996133,2015,3,6,DL,1542,SEA,JFK,0044,292,0836,0,0
996280,2015,3,6,DL,2034,SEA,ATL,2354,251,0705,0,0
997096,2015,3,7,DL,421,JFK,ATL,0614,144,0838,0,0
997746,2015,3,7,AA,236,SEA,JFK,0657,297,1454,0,0
997791,2015,3,7,DL,108,SEA,ATL,0700,263,1423,0,0
997822,2015,3,7,DL,418,SEA,JFK,0655,295,1450,0,0
998733,2015,3,7,DL,431,JFK,SEA,1259,354,1553,0,0
998981,2015,3,7,DL,2158,ATL,SEA,0812,322,1034,0,0
999043,2015,3,7,DL,2350,ATL,JFK,0816,128,1024,0,0
999222,2015,3,7,DL,2005,JFK,ATL,0916,125,1121,0,0
1000133,2015,3,7,AS,746,SEA,ATL,0928,265,1653,0,0
1000276,2015,3,7,DL,2189,ATL,SEA,0950,323,1213,0,0
1000789,2015,3,7,DL,2485,SEA,ATL,1014,257,1731,0,0
1000943,2015,3,7,DL,1493,ATL,JFK,1038,109,1227,0,0
1001552,2015,3,7,DL,2424,ATL,SEA,1109,318,1327,0,0
1002252,2015,3,7,DL,1847,SEA,ATL,1152,257,1909,0,0
1002549,2015,3,7,DL,2074,SEA,JFK,1709,286,0055,0,0
1003147,2015,3,7,DL,2329,ATL,SEA,1252,320,1512,0,0
1004441,2015,3,7,DL,1457,SEA,ATL,1422,250,2132,0,0
1005289,2015,3,7,DL,478,ATL,JFK,1528,132,1740,0,0
1005508,2015,3,7,DL,448,JFK,ATL,1644,169,1933,0,0
1005978,2015,3,7,DL,419,JFK,SEA,1650,363,1953,0,0
1006325,2015,3,7,DL,2655,ATL,SEA,1634,325,1859,0,0
1006961,2015,3,7,B6,263,JFK,SEA,1856,369,2205,0,0
1007338,2015,3,7,DL,1419,ATL,JFK,1740,145,2005,0,0
1007725,2015,3,7,DL,433,JFK,ATL,1803,135,2018,0,0
1007784,2015,3,7,AS,745,ATL,SEA,1808,337,2045,0,0
1008078,2015,3,7,AA,235,JFK,SEA,2047,387,0014,0,0
1008136,2015,3,7,DL,498,JFK,SEA,2043,407,0030,0,0
1008786,2015,3,7,DL,985,ATL,SEA,1937,318,2155,0,0
1009108,2015,3,7,DL,2634,JFK,ATL,1959,129,2208,0,0
1009636,2015,3,7,DL,1750,ATL,JFK,2050,143,2313,0,0
1010057,2015,3,7,B6,264,SEA,JFK,2253,303,0756,0,0
1010158,2015,3,7,DL,1098,SEA,JFK,2149,294,0643,0,0
1010409,2015,3,7,DL,2188,SEA,ATL,2252,264,0716,0,0
1011254,2015,3,8,DL,421,JFK,ATL,0610,148,0838,0,0
1011768,2015,3,8,AA,236,SEA,JFK,0659,314,1513,0,0
1011813,2015,3,8,DL,108,SEA,ATL,0700,271,1431,0,0
1011839,2015,3,8,DL,418,SEA,JFK,0655,297,1452,0,0
1012389,2015,3,8,DL,438,JFK,SEA,0832,368,1140,0,0
1013063,2015,3,8,DL,2158,ATL,SEA,0817,319,1036,0,0
1013126,2015,3,8,DL,2350,ATL,JFK,0817,141,1038,0,0
1013300,2015,3,8,DL,465,JFK,ATL,0829,136,1045,0,0
1014411,2015,3,8,AS,746,SEA,ATL,0932,272,1704,0,0
1015052,2015,3,8,DL,2485,SEA,ATL,1022,263,1745,0,0
1015898,2015,3,8,DL,2424,ATL,SEA,1107,310,1317,0,0
1016219,2015,3,8,DL,2074,SEA,JFK,1236,313,2049,0,0
1016656,2015,3,8,DL,1847,SEA,ATL,1145,275,1920,0,0
1016912,2015,3,8,DL,719,ATL,JFK,1203,129,1412,0,0
1017639,2015,3,8,DL,2329,ATL,SEA,1253,302,1455,0,0
1019119,2015,3,8,DL,2418,SEA,ATL,1417,283,2200,0,0
1020325,2015,3,8,DL,442,JFK,ATL,1554,148,1822,0,0
1020576,2015,3,8,DL,1333,ATL,JFK,1557,131,1808,0,0
1020819,2015,3,8,DL,419,JFK,SEA,1613,388,1941,0,0
1021186,2015,3,8,DL,109,ATL,SEA,1635,311,1846,0,0
1022194,2015,3,8,B6,263,JFK,SEA,1728,382,2050,0,0
1022413,2015,3,8,DL,1419,ATL,JFK,1814,138,2032,0,0
1022504,2015,3,8,DL,433,JFK,ATL,1752,156,2028,0,0
1023136,2015,3,8,AS,745,ATL,SEA,1818,320,2038,0,0
1023351,2015,3,8,AA,235,JFK,SEA,1830,385,2155,0,0
1023413,2015,3,8,DL,498,JFK,SEA,1835,390,2205,0,0
1024237,2015,3,8,DL,985,ATL,SEA,1938,319,2157,0,0
1024643,2015,3,8,DL,2634,JFK,ATL,1949,152,2221,0,0
1025366,2015,3,8,DL,1750,ATL,JFK,2101,156,2337,0,0
1025957,2015,3,8,B6,264,SEA,JFK,2145,283,0528,0,0
1026456,2015,3,8,DL,2188,SEA,ATL,2241,266,0607,0,0
1026472,2015,3,8,DL,1542,SEA,JFK,2302,289,0651,0,0
1026619,2015,3,8,DL,2034,SEA,ATL,2355,266,0721,0,0
1027627,2015,3,9,DL,421,JFK,ATL,0612,153,0845,0,0
1028322,2015,3,9,AA,236,SEA,JFK,0704,299,1503,0,0
1028415,2015,3,9,DL,108,SEA,ATL,0656,273,1429,0,0
1028417,2015,3,9,DL,418,SEA,JFK,0656,296,1452,0,0
1029026,2015,3,9,DL,438,JFK,SEA,0729,378,1047,0,0
1029777,2015,3,9,DL,2158,ATL,SEA,0820,320,1040,0,0
1029823,2015,3,9,DL,2350,ATL,JFK,0817,119,1016,0,0
1030019,2015,3,9,DL,465,JFK,ATL,0840,156,1116,0,0
1031151,2015,3,9,AS,746,SEA,ATL,1006,274,1740,0,0
1031230,2015,3,9,DL,2189,ATL,SEA,0940,307,1147,0,0
1031842,2015,3,9,DL,2485,SEA,ATL,1018,274,1752,0,0
1032735,2015,3,9,DL,2424,ATL,SEA,1103,311,1314,0,0
1033057,2015,3,9,DL,2074,SEA,JFK,1119,308,1927,0,0
1033500,2015,3,9,DL,1847,SEA,ATL,1157,290,1947,0,0
1033766,2015,3,9,DL,719,ATL,JFK,1210,111,1401,0,0
1034522,2015,3,9,DL,2329,ATL,SEA,1300,309,1509,0,0
1036018,2015,3,9,DL,2418,SEA,ATL,1433,272,2205,0,0
1037256,2015,3,9,DL,442,JFK,ATL,1534,174,1828,0,0
1037519,2015,3,9,DL,478,ATL,JFK,1605,121,1806,0,0
1037762,2015,3,9,DL,419,JFK,SEA,1636,353,1929,0,0
1038145,2015,3,9,DL,109,ATL,SEA,1629,304,1833,0,0
1039170,2015,3,9,B6,263,JFK,SEA,1724,349,2013,0,0
1039394,2015,3,9,DL,1419,ATL,JFK,1745,127,1952,0,0
1039484,2015,3,9,DL,433,JFK,ATL,1744,154,2018,0,0
1040119,2015,3,9,AS,745,ATL,SEA,1838,318,2056,0,0
1040337,2015,3,9,AA,235,JFK,SEA,1831,370,2141,0,0
1040396,2015,3,9,DL,498,JFK,SEA,1854,352,2146,0,0
1041224,2015,3,9,DL,985,ATL,SEA,1930,314,2144,0,0
1041627,2015,3,9,DL,2634,JFK,ATL,1947,154,2221,0,0
1042326,2015,3,9,DL,1750,ATL,JFK,2038,127,2245,0,0
1042895,2015,3,9,B6,264,SEA,JFK,2132,286,0518,0,0
1043368,2015,3,9,DL,2188,SEA,ATL,2240,273,0613,0,0
1043380,2015,3,9,DL,1542,SEA,JFK,2241,319,0700,0,0
1044464,2015,3,10,DL,421,JFK,ATL,0609,152,0841,0,0
1045152,2015,3,10,AA,236,SEA,JFK,0653,296,1449,0,0
1045203,2015,3,10,DL,108,SEA,ATL,0659,278,1437,0,0
1045205,2015,3,10,DL,418,SEA,JFK,0651,305,1456,0,0
1045804,2015,3,10,DL,438,JFK,SEA,0802,385,1127,0,0
1046563,2015,3,10,DL,2158,ATL,SEA,0821,306,1027,0,0
1046618,2015,3,10,DL,2350,ATL,JFK,0816,122,1018,0,0
1046801,2015,3,10,DL,465,JFK,ATL,0830,164,1114,0,0
1047914,2015,3,10,AS,746,SEA,ATL,0941,290,1731,0,0
1048598,2015,3,10,DL,2485,SEA,ATL,1028,275,1803,0,0
1049442,2015,3,10,DL,2424,ATL,SEA,1109,308,1317,0,0
1049769,2015,3,10,DL,2074,SEA,JFK,1151,302,1953,0,0
1050183,2015,3,10,DL,1847,SEA,ATL,1152,271,1923,0,0
1050428,2015,3,10,DL,719,ATL,JFK,1324,112,1516,0,0
1051194,2015,3,10,DL,2329,ATL,SEA,1255,294,1449,0,0
1052660,2015,3,10,DL,2418,SEA,ATL,1419,278,2157,0,0
1053861,2015,3,10,DL,442,JFK,ATL,1529,149,1758,0,0
1054125,2015,3,10,DL,1333,ATL,JFK,1553,135,1808,0,0
1054362,2015,3,10,DL,419,JFK,SEA,1613,371,1924,0,0
1054735,2015,3,10,DL,109,ATL,SEA,1627,315,1842,0,0
1055745,2015,3,10,B6,263,JFK,SEA,1723,367,2030,0,0
1055961,2015,3,10,DL,1419,ATL,JFK,1736,134,1950,0,0
1056044,2015,3,10,DL,433,JFK,ATL,1822,139,2041,0,0
1056658,2015,3,10,AS,745,ATL,SEA,1831,308,2039,0,0
1056874,2015,3,10,AA,235,JFK,SEA,1829,372,2141,0,0
1056933,2015,3,10,DL,498,JFK,SEA,1845,381,2206,0,0
1057736,2015,3,10,DL,985,ATL,SEA,1937,303,2140,0,0
1058133,2015,3,10,DL,2634,JFK,ATL,1952,130,2202,0,0
1058799,2015,3,10,DL,1750,ATL,JFK,2044,178,2342,0,0
1059358,2015,3,10,B6,264,SEA,JFK,2136,291,0527,0,0
1059802,2015,3,10,DL,2188,SEA,ATL,2254,272,0626,0,0
1059813,2015,3,10,DL,1542,SEA,JFK,2248,306,0654,0,0
1060893,2015,3,11,DL,421,JFK,ATL,0613,146,0839,0,0
1061583,2015,3,11,AA,236,SEA,JFK,0739,299,1538,0,0
1061664,2015,3,11,DL,418,SEA,JFK,0657,310,1507,0,0
1061675,2015,3,11,DL,2447,SEA,ATL,0653,282,1435,0,0
1062258,2015,3,11,DL,438,JFK,SEA,0730,366,1036,0,0
1063010,2015,3,11,DL,2158,ATL,SEA,0822,310,1032,0,0
1063065,2015,3,11,DL,2350,ATL,JFK,0818,117,1015,0,0
1063256,2015,3,11,DL,465,JFK,ATL,0826,164,1110,0,0
1064376,2015,3,11,AS,746,SEA,ATL,0947,286,1733,0,0
1065071,2015,3,11,DL,2485,SEA,ATL,1025,283,1808,0,0
1065939,2015,3,11,DL,2424,ATL,SEA,1104,310,1314,0,0
1066261,2015,3,11,DL,2074,SEA,JFK,1124,337,2001,0,0
1066702,2015,3,11,DL,1847,SEA,ATL,1154,273,1927,0,0
1066962,2015,3,11,DL,719,ATL,JFK,1202,126,1408,0,0
1067712,2015,3,11,DL,2329,ATL,SEA,1255,298,1453,0,0
1069195,2015,3,11,DL,2418,SEA,ATL,1419,271,2150,0,0
1070413,2015,3,11,DL,442,JFK,ATL,1532,150,1802,0,0
1070678,2015,3,11,DL,1333,ATL,JFK,1548,144,1812,0,0
1070924,2015,3,11,DL,419,JFK,SEA,1632,359,1931,0,0
1071303,2015,3,11,DL,109,ATL,SEA,1645,311,1856,0,0
1072316,2015,3,11,B6,263,JFK,SEA,1821,367,2128,0,0
1072541,2015,3,11,DL,1419,ATL,JFK,1740,122,1942,0,0
1072627,2015,3,11,DL,433,JFK,ATL,1758,171,2049,0,0
1073254,2015,3,11,AS,745,ATL,SEA,1832,316,2048,0,0
1073473,2015,3,11,AA,235,JFK,SEA,1829,379,2148,0,0
1073532,2015,3,11,DL,498,JFK,SEA,1841,408,2229,0,0
1074355,2015,3,11,DL,985,ATL,SEA,1932,308,2140,0,0
1074755,2015,3,11,DL,2634,JFK,ATL,2019,144,2243,0,0
1075443,2015,3,11,DL,1750,ATL,JFK,2113,132,2325,0,0
1076012,2015,3,11,B6,264,SEA,JFK,2215,297,0612,0,0
1076488,2015,3,11,DL,2188,SEA,ATL,2254,277,0631,0,0
1076500,2015,3,11,DL,1542,SEA,JFK,2357,328,0825,0,0
1076623,2015,3,11,DL,2034,SEA,ATL,2355,285,0740,0,0
1077597,2015,3,12,DL,421,JFK,ATL,0615,155,0850,0,0
1078294,2015,3,12,AA,236,SEA,JFK,0755,295,1550,0,0
1078344,2015,3,12,DL,108,SEA,ATL,0658,284,1442,0,0
1078346,2015,3,12,DL,418,SEA,JFK,0658,304,1502,0,0
1078969,2015,3,12,DL,438,JFK,SEA,0741,420,1141,0,0
1079746,2015,3,12,DL,2158,ATL,SEA,0816,309,1025,0,0
1079802,2015,3,12,DL,2350,ATL,JFK,0816,172,1108,0,0
1079963,2015,3,12,DL,465,JFK,ATL,0951,170,1241,0,0
1081126,2015,3,12,AS,746,SEA,ATL,0935,279,1714,0,0
1081198,2015,3,12,DL,2189,ATL,SEA,0940,303,1143,0,0
1081837,2015,3,12,DL,2485,SEA,ATL,1044,275,1819,0,0
1082712,2015,3,12,DL,2424,ATL,SEA,1123,299,1322,0,0
1083034,2015,3,12,DL,2074,SEA,JFK,1240,288,2028,0,0
1083482,2015,3,12,DL,1847,SEA,ATL,1153,288,1941,0,0
1083732,2015,3,12,DL,719,ATL,JFK,1215,124,1419,0,0
1084499,2015,3,12,DL,2329,ATL,SEA,1253,306,1459,0,0
1086000,2015,3,12,DL,2418,SEA,ATL,1420,282,2202,0,0
1087229,2015,3,12,DL,442,JFK,ATL,1534,183,1837,0,0
1087501,2015,3,12,DL,478,ATL,JFK,1604,119,1803,0,0
1087740,2015,3,12,DL,419,JFK,SEA,1628,385,1953,0,0
1088130,2015,3,12,DL,2655,ATL,SEA,1632,301,1833,0,0
1089149,2015,3,12,B6,263,JFK,SEA,1726,384,2050,0,0
1089373,2015,3,12,DL,1419,ATL,JFK,1737,131,1948,0,0
1089462,2015,3,12,DL,433,JFK,ATL,2000,159,2239,0,0
1090110,2015,3,12,AS,745,ATL,SEA,1815,319,2034,0,0
1090327,2015,3,12,AA,235,JFK,SEA,1847,372,2159,0,0
1090388,2015,3,12,DL,498,JFK,SEA,2138,380,0058,0,0
1091217,2015,3,12,DL,985,ATL,SEA,1937,298,2135,0,0
1091563,2015,3,12,DL,485,JFK,ATL,2034,156,2310,0,0
1092346,2015,3,12,DL,1750,ATL,JFK,2128,129,2337,0,0
1092942,2015,3,12,B6,264,SEA,JFK,2145,296,0541,0,0
1093429,2015,3,12,DL,2188,SEA,ATL,2253,288,0641,0,0
1093448,2015,3,12,DL,1542,SEA,JFK,2249,307,0656,0,0
1093591,2015,3,12,DL,2034,SEA,ATL,2352,275,0727,0,0
1094583,2015,3,13,DL,421,JFK,ATL,0615,139,0834,0,0
1095278,2015,3,13,AA,236,SEA,JFK,0656,311,1507,0,0
1095333,2015,3,13,DL,418,SEA,JFK,0657,305,1502,0,0
1095358,2015,3,13,DL,2447,SEA,ATL,0659,281,1440,0,0
1095964,2015,3,13,DL,438,JFK,SEA,0731,368,1039,0,0
1096739,2015,3,13,DL,2158,ATL,SEA,0824,308,1032,0,0
1096791,2015,3,13,DL,2350,ATL,JFK,0817,131,1028,0,0
1096983,2015,3,13,DL,465,JFK,ATL,0829,141,1050,0,0
1098121,2015,3,13,AS,746,SEA,ATL,0935,287,1722,0,0
1098195,2015,3,13,DL,2189,ATL,SEA,0941,304,1145,0,0
1098820,2015,3,13,DL,2485,SEA,ATL,1013,276,1749,0,0
1099701,2015,3,13,DL,2424,ATL,SEA,1105,308,1313,0,0
1100030,2015,3,13,DL,2074,SEA,JFK,1135,302,1937,0,0
1100475,2015,3,13,DL,1847,SEA,ATL,1149,296,1945,0,0
1100728,2015,3,13,DL,719,ATL,JFK,1201,162,1443,0,0
1101494,2015,3,13,DL,2329,ATL,SEA,1254,297,1451,0,0
1102994,2015,3,13,DL,2418,SEA,ATL,1415,286,2201,0,0
1104224,2015,3,13,DL,442,JFK,ATL,1534,169,1823,0,0
1104495,2015,3,13,DL,478,ATL,JFK,1600,126,1806,0,0
1104738,2015,3,13,DL,419,JFK,SEA,1615,363,1918,0,0
1105119,2015,3,13,DL,109,ATL,SEA,1630,306,1836,0,0
1106148,2015,3,13,B6,263,JFK,SEA,1725,386,2051,0,0
1106374,2015,3,13,DL,1419,ATL,JFK,1739,128,1947,0,0
1106460,2015,3,13,DL,433,JFK,ATL,1843,196,2159,0,0
1107107,2015,3,13,AS,745,ATL,SEA,1829,314,2043,0,0
1107324,2015,3,13,AA,235,JFK,SEA,1829,372,2141,0,0
1107386,2015,3,13,DL,498,JFK,SEA,1842,373,2155,0,0
1108226,2015,3,13,DL,985,ATL,SEA,2009,318,2227,0,0
1108632,2015,3,13,DL,2634,JFK,ATL,2002,132,2214,0,0
1109357,2015,3,13,DL,1750,ATL,JFK,2049,140,2309,0,0
1109950,2015,3,13,B6,264,SEA,JFK,2146,291,0537,0,0
1110449,2015,3,13,DL,2188,SEA,ATL,2251,275,0626,0,0
1110468,2015,3,13,DL,1542,SEA,JFK,2249,293,0642,0,0
1110616,2015,3,13,DL,2034,SEA,ATL,2350,268,0718,0,0
1111429,2015,3,14,DL,421,JFK,ATL,0615,143,0838,0,0
1112116,2015,3,14,AA,236,SEA,JFK,0701,350,1551,0,0
1112167,2015,3,14,DL,108,SEA,ATL,0700,275,1435,0,0
1112169,2015,3,14,DL,418,SEA,JFK,0657,307,1504,0,0
1113124,2015,3,14,DL,431,JFK,SEA,0816,367,1123,0,0
1113380,2015,3,14,DL,2158,ATL,SEA,0814,318,1032,0,0
1113433,2015,3,14,DL,2350,ATL,JFK,0822,124,1026,0,0
1113615,2015,3,14,DL,2005,JFK,ATL,0833,174,1127,0,0
1114635,2015,3,14,AS,746,SEA,ATL,0939,270,1709,0,0
1114704,2015,3,14,DL,2189,ATL,SEA,0947,312,1159,0,0
1115200,2015,3,14,DL,2485,SEA,ATL,1014,264,1738,0,0
1115361,2015,3,14,DL,1493,ATL,JFK,1028,121,1229,0,0
1116000,2015,3,14,DL,2424,ATL,SEA,1102,328,1330,0,0
1116667,2015,3,14,DL,1847,SEA,ATL,1202,273,1935,0,0
1116960,2015,3,14,DL,2074,SEA,JFK,1220,292,2012,0,0
1117599,2015,3,14,DL,2329,ATL,SEA,1257,320,1517,0,0
1118904,2015,3,14,DL,1443,SEA,ATL,1421,268,2149,0,0
1119726,2015,3,14,DL,478,ATL,JFK,1703,116,1859,0,0
1119949,2015,3,14,DL,448,JFK,ATL,1532,165,1817,0,0
1120419,2015,3,14,DL,419,JFK,SEA,1657,362,1959,0,0
1120767,2015,3,14,DL,2655,ATL,SEA,1632,324,1856,0,0
1121602,2015,3,14,B6,263,JFK,SEA,1728,368,2036,0,0
1121772,2015,3,14,DL,1419,ATL,JFK,1829,134,2043,0,0
1122156,2015,3,14,DL,433,JFK,ATL,1922,137,2139,0,0
1122353,2015,3,14,AS,745,ATL,SEA,1813,320,2033,0,0
1122519,2015,3,14,AA,235,JFK,SEA,1845,381,2206,0,0
1122570,2015,3,14,DL,498,JFK,SEA,1853,379,2212,0,0
1123220,2015,3,14,DL,985,ATL,SEA,2004,308,2212,0,0
1123529,2015,3,14,DL,2634,JFK,ATL,1954,137,2211,0,0
1124111,2015,3,14,DL,1750,ATL,JFK,2109,141,2330,0,0
1124553,2015,3,14,B6,264,SEA,JFK,2141,302,0543,0,0
1124857,2015,3,14,DL,2188,SEA,ATL,2250,253,0603,0,0
1124873,2015,3,14,DL,1542,SEA,JFK,2255,289,0644,0,0
1125730,2015,3,15,DL,421,JFK,ATL,0615,145,0840,0,0
1126259,2015,3,15,AA,236,SEA,JFK,0752,292,1544,0,0
1126307,2015,3,15,DL,108,SEA,ATL,0657,270,1427,0,0
1126309,2015,3,15,DL,418,SEA,JFK,0821,320,1641,0,0
1126870,2015,3,15,DL,438,JFK,SEA,0732,390,1102,0,0
1127578,2015,3,15,DL,2158,ATL,SEA,0811,319,1030,0,0
1127635,2015,3,15,DL,2350,ATL,JFK,0835,132,1047,0,0
1127798,2015,3,15,DL,465,JFK,ATL,0842,139,1101,0,0
1128913,2015,3,15,AS,746,SEA,ATL,0941,287,1728,0,0
1129558,2015,3,15,DL,2485,SEA,ATL,1024,259,1743,0,0
1130409,2015,3,15,DL,2424,ATL,SEA,1102,327,1329,0,0
1130735,2015,3,15,DL,2074,SEA,JFK,1728,312,0140,0,0
1131171,2015,3,15,DL,1847,SEA,ATL,1239,259,1958,0,0
1131417,2015,3,15,DL,719,ATL,JFK,1224,135,1439,0,0
1132156,2015,3,15,DL,2329,ATL,SEA,1253,312,1505,0,0
1133625,2015,3,15,DL,2418,SEA,ATL,1443,266,2209,0,0
1134828,2015,3,15,DL,442,JFK,ATL,1548,168,1836,0,0
1135089,2015,3,15,DL,1333,ATL,JFK,2300,133,0113,0,0
1135330,2015,3,15,DL,419,JFK,SEA,1751,385,2116,0,0
1135699,2015,3,15,DL,109,ATL,SEA,1630,323,1853,0,0
1136709,2015,3,15,B6,263,JFK,SEA,1729,416,2125,0,0
1136928,2015,3,15,DL,1419,ATL,JFK,2225,134,0039,0,0
1137019,2015,3,15,DL,433,JFK,ATL,1840,153,2113,0,0
1137658,2015,3,15,AS,745,ATL,SEA,1821,324,2045,0,0
1137874,2015,3,15,AA,235,JFK,SEA,2233,433,0246,0,0
1137935,2015,3,15,DL,498,JFK,SEA,2255,414,0249,0,0
1138755,2015,3,15,DL,985,ATL,SEA,1923,335,2158,0,0
1139164,2015,3,15,DL,2634,JFK,ATL,2147,166,0033,0,0
1139892,2015,3,15,DL,1750,ATL,JFK,0011,132,0223,0,0
1140486,2015,3,15,B6,264,SEA,JFK,2214,280,0554,0,0
1140983,2015,3,15,DL,2188,SEA,ATL,2306,258,0624,0,0
1140996,2015,3,15,DL,1542,SEA,JFK,2248,305,0653,0,0
1141143,2015,3,15,DL,2034,SEA,ATL,0031,256,0747,0,0
1142147,2015,3,16,DL,421,JFK,ATL,0614,134,0828,0,0
1142844,2015,3,16,AA,236,SEA,JFK,0711,295,1506,0,0
1142930,2015,3,16,DL,108,SEA,ATL,0656,261,1417,0,0
1142932,2015,3,16,DL,418,SEA,JFK,0659,312,1511,0,0
1143547,2015,3,16,DL,438,JFK,SEA,0830,362,1132,0,0
1144301,2015,3,16,DL,2158,ATL,SEA,0816,309,1025,0,0
1144358,2015,3,16,DL,2350,ATL,JFK,0822,148,1050,0,0
1144553,2015,3,16,DL,465,JFK,ATL,0842,136,1058,0,0
1145679,2015,3,16,AS,746,SEA,ATL,0936,268,1704,0,0
1145751,2015,3,16,DL,2189,ATL,SEA,0939,306,1145,0,0
1146386,2015,3,16,DL,2485,SEA,ATL,1045,258,1803,0,0
1147266,2015,3,16,DL,2424,ATL,SEA,1103,296,1259,0,0
1147585,2015,3,16,DL,2074,SEA,JFK,1129,295,1924,0,0
1148033,2015,3,16,DL,1847,SEA,ATL,1150,261,1911,0,0
1148295,2015,3,16,DL,719,ATL,JFK,1205,147,1432,0,0
1149051,2015,3,16,DL,2329,ATL,SEA,1258,298,1456,0,0
